disease,taluk,district,latitude,longitude,date,candidate_source,source_evidence_score,source_confidence
acute_diarrheal_disease,Ernad,Malappuram,11.1201,76.1197,2021-02-05,False,0.3099634077103186,MEDIUM
acute_diarrheal_disease,Hosdurg,Kasaragod,12.3167,75.1,2021-08-08,False,0.2849301931346778,MEDIUM
acute_diarrheal_disease,Changanassery,Kottayam,9.45,76.5333,2021-09-08,False,0.4023158073275215,MEDIUM
acute_diarrheal_disease,Kottarakkara,Kollam,9.0002,76.7788,2021-09-10,False,0.2651022334878579,MEDIUM
acute_diarrheal_disease,Talappilly,Thrissur,10.6667,76.25,2021-09-12,False,0.2608858746026092,MEDIUM
acute_diarrheal_disease,Vaikom,Kottayam,9.75,76.4,2021-10-13,False,0.2842124004590687,MEDIUM
acute_diarrheal_disease,Pathanapuram,Kollam,9.1,76.87,2021-10-15,False,0.2594660098439521,MEDIUM
acute_diarrheal_disease,Manjeshwaram,Kasaragod,12.7167,74.8833,2021-10-15,False,0.2030904671682594,MEDIUM
acute_diarrheal_disease,Kasaragod,Kasaragod,12.5035577,74.9907022,2021-11-18,False,0.2108905159829198,MEDIUM
acute_diarrheal_disease,Chirayinkeezhu,Thiruvananthapuram,8.6963,76.8153,2021-12-27,False,0.2031039661253256,MEDIUM
acute_diarrheal_disease,Kuttanad,Alappuzha,9.5833,76.4167,2021-12-29,False,0.2457723818325415,MEDIUM
acute_diarrheal_disease,Kanjirappally,Kottayam,9.5667,76.7833,2022-01-02,False,0.3294520456269511,MEDIUM
acute_diarrheal_disease,Konni,Pathanamthitta,9.2667,76.9333,2022-07-07,False,0.2552052796960601,MEDIUM
acute_diarrheal_disease,Kottayam,Kottayam,9.6287383,76.64553257,2022-07-07,False,0.2735467022306154,MEDIUM
acute_diarrheal_disease,Kannur,Kannur,11.8763836,75.3737973,2022-08-07,False,0.2408457739205924,MEDIUM
acute_diarrheal_disease,Payyanur,Kannur,12.1,75.2,2022-09-10,False,0.5455703889980099,MEDIUM
acute_diarrheal_disease,Nileshwaram,Kasaragod,12.25,75.1,2022-10-14,False,0.2063333981052059,MEDIUM
acute_diarrheal_disease,Ponnani,Malappuram,10.7667,75.9167,2022-10-17,False,0.1730316023025215,MEDIUM
acute_diarrheal_disease,Vadakara,Kozhikode,11.6,75.5833,2022-11-19,False,0.1911193396323198,MEDIUM
acute_diarrheal_disease,Taliparamba,Kannur,12.0333,75.35,2022-12-26,False,0.2012973762474882,MEDIUM
acute_diarrheal_disease,Vythiri,Wayanad,11.6226,76.0813,2022-12-30,False,0.2645497261776947,MEDIUM
acute_diarrheal_disease,Udumbanchola,Idukki,9.8333,77.1333,2022-12-31,False,0.187817083582242,MEDIUM
acute_diarrheal_disease,Kunnathoor,Kollam,9.0292,76.627,2023-01-02,False,0.1598212440666955,MEDIUM
acute_diarrheal_disease,Sulthan Bathery,Wayanad,11.6667,76.2667,2023-08-07,False,0.1294767361916347,MEDIUM
acute_diarrheal_disease,Kunnathunad,Ernakulam,10.1167,76.4833,2023-08-08,False,0.1444848420933658,MEDIUM
acute_diarrheal_disease,Kattakkada,Thiruvananthapuram,8.5667,77.1,2023-09-02,False,0.0948989857692381,MEDIUM
acute_diarrheal_disease,Punalur,Kollam,9.0089,76.9269,2023-09-09,False,0.1217154346866958,MEDIUM
acute_diarrheal_disease,Mallappally,Pathanamthitta,9.3833,76.6833,2023-09-11,False,0.3776902771372988,MEDIUM
acute_diarrheal_disease,Chavakkad,Thrissur,10.5833,76.0167,2023-10-18,False,0.1134656823078407,MEDIUM
acute_diarrheal_disease,Ottapalam,Palakkad,10.7667,76.3667,2023-11-18,False,0.1192298877143527,MEDIUM
acute_diarrheal_disease,Chittur,Palakkad,10.7,76.75,2024-09-10,False,0.0942760592922171,MEDIUM
acute_diarrheal_disease,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,2024-10-13,False,0.0563610632860542,MEDIUM
acute_encephalitis_syndrome,Tirurangadi,Malappuram,11.0,75.9333,2020-01-01,False,0.50107152360089,HIGH
acute_encephalitis_syndrome,Ernad,Malappuram,11.1201,76.1197,2020-08-12,False,0.4965164502726714,HIGH
acute_encephalitis_syndrome,Changanassery,Kottayam,9.45,76.5333,2020-08-13,False,0.4458679272591734,HIGH
acute_encephalitis_syndrome,Ranni,Pathanamthitta,9.3833,76.9667,2020-08-13,False,0.4281380431446263,HIGH
acute_encephalitis_syndrome,Kozhikode,Kozhikode,11.2450558,75.7754716,2020-08-14,False,0.4353142365196543,HIGH
acute_encephalitis_syndrome,Kunnathunad,Ernakulam,10.1167,76.4833,2020-11-19,False,0.4215834533133404,HIGH
acute_encephalitis_syndrome,Payyanur,Kannur,12.1,75.2,2020-11-24,False,0.3957982589357456,HIGH
acute_encephalitis_syndrome,Adoor,Pathanamthitta,9.1667,76.7333,2020-12-30,False,0.3739494371416912,HIGH
acute_encephalitis_syndrome,Manjeshwaram,Kasaragod,12.7167,74.8833,2021-05-07,False,0.3601365019041512,HIGH
acute_encephalitis_syndrome,Idukki,Idukki,9.8497872,76.9797914,2021-08-13,False,0.3546850759394229,HIGH
acute_encephalitis_syndrome,Karthikappally,Alappuzha,9.2833,76.4667,2021-09-16,False,0.3361220235650082,HIGH
acute_encephalitis_syndrome,Vellarikundu,Kasaragod,12.4167,75.2333,2021-09-18,False,0.3295949192003553,HIGH
acute_encephalitis_syndrome,Ottapalam,Palakkad,10.7667,76.3667,2021-09-18,True,0.6568081369884246,HIGH
acute_encephalitis_syndrome,Nilambur,Malappuram,11.2833,76.2333,2021-11-20,False,0.324633725452856,HIGH
acute_encephalitis_syndrome,Pattambi,Palakkad,10.8,76.2,2021-11-20,False,0.3986731686710216,HIGH
acute_encephalitis_syndrome,North Paravur,Ernakulam,10.1333,76.2,2021-12-29,False,0.2894625105021832,HIGH
acute_encephalitis_syndrome,Vadakara,Kozhikode,11.6,75.5833,2022-01-03,False,0.2641049229346338,HIGH
acute_encephalitis_syndrome,Mavelikkara,Alappuzha,9.2667,76.55,2022-07-09,False,0.2432455298996297,HIGH
acute_encephalitis_syndrome,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,2022-08-11,False,0.2238857915519051,HIGH
acute_encephalitis_syndrome,Cherthala,Alappuzha,9.6833,76.3333,2022-08-12,False,0.2238685592544913,HIGH
acute_encephalitis_syndrome,Palakkad,Palakkad,10.78789845,76.47408711,2022-08-15,False,0.3852941143130967,HIGH
acute_encephalitis_syndrome,Kunnathoor,Kollam,9.0292,76.627,2022-08-16,False,0.1876043330957166,HIGH
acute_encephalitis_syndrome,Kottayam,Kottayam,9.6287383,76.64553257,2022-11-19,False,0.1819953261751739,HIGH
acute_encephalitis_syndrome,Thiruvalla,Pathanamthitta,9.3833,76.5833,2022-11-24,False,0.1657019862453276,HIGH
acute_encephalitis_syndrome,Vaikom,Kottayam,9.75,76.4,2022-12-29,False,0.1585591543546705,HIGH
acute_encephalitis_syndrome,Thodupuzha,Idukki,9.8955,76.7241,2023-05-04,False,0.1464694592932267,HIGH
acute_encephalitis_syndrome,Varkala,Thiruvananthapuram,8.7379,76.7163,2023-07-01,False,0.1194337995440564,HIGH
acute_encephalitis_syndrome,Kannur,Kannur,11.8763836,75.3737973,2023-07-08,False,0.1151334914785356,HIGH
acute_encephalitis_syndrome,Vythiri,Wayanad,11.6226,76.0813,2023-08-12,False,0.1096034205495892,HIGH
acute_encephalitis_syndrome,Kochi,Ernakulam,9.9312,76.2673,2023-08-26,False,0.0967693411611415,HIGH
acute_encephalitis_syndrome,Ambalappuzha,Alappuzha,9.5006651,76.41241429,2023-09-16,False,0.0746793392403234,HIGH
acute_encephalitis_syndrome,Hosdurg,Kasaragod,12.3167,75.1,2023-11-24,False,0.0651118552034651,HIGH
acute_encephalitis_syndrome,Chirayinkeezhu,Thiruvananthapuram,8.6963,76.8153,2023-12-26,False,0.0408575938563426,HIGH
acute_encephalitis_syndrome,Nileshwaram,Kasaragod,12.25,75.1,2024-05-18,False,0.0374089709319761,HIGH
amoebic_meningo_encephalitis_confirmed,Chirayinkeezhu,Thiruvananthapuram,8.6963,76.8153,2023-10-28,True,0.5676826538170388,HIGH
chicken_pox,Cherthala,Alappuzha,9.6833,76.3333,2020-01-01,False,0.5641457626082992,MEDIUM
chicken_pox,Nilambur,Malappuram,11.2833,76.2333,2020-01-01,False,0.5220182708952337,MEDIUM
chicken_pox,Ernad,Malappuram,11.1201,76.1197,2020-01-02,True,0.7705688026682171,MEDIUM
chicken_pox,Mannarkkad,Palakkad,11.0,76.4667,2020-01-02,False,0.5140798446418593,MEDIUM
chicken_pox,Payyanur,Kannur,12.1,75.2,2020-01-03,False,0.514844639161759,MEDIUM
chicken_pox,Manjeshwaram,Kasaragod,12.7167,74.8833,2020-02-04,False,0.4604720011669052,MEDIUM
chicken_pox,Sulthan Bathery,Wayanad,11.6667,76.2667,2020-02-05,False,0.4805136042120168,MEDIUM
chicken_pox,Pattambi,Palakkad,10.8,76.2,2020-02-05,False,0.4959252158588242,MEDIUM
chicken_pox,Neyyattinkara,Thiruvananthapuram,8.4004,77.0872,2020-02-06,False,0.4442158098515102,MEDIUM
chicken_pox,Kunnamkulam,Thrissur,10.65,76.0667,2020-02-06,False,0.4845734209140511,MEDIUM
chicken_pox,North Paravur,Ernakulam,10.1333,76.2,2020-08-07,False,0.4986380161712302,MEDIUM
chicken_pox,Nedumangad,Thiruvananthapuram,8.6036,77.0031,2020-08-07,False,0.4423401927078949,MEDIUM
chicken_pox,Thodupuzha,Idukki,9.8955,76.7241,2020-08-09,False,0.4956143418734198,MEDIUM
chicken_pox,Taliparamba,Kannur,12.0333,75.35,2020-09-10,False,0.7118674682491489,MEDIUM
chicken_pox,Mallappally,Pathanamthitta,9.3833,76.6833,2020-09-10,False,0.4553806216025849,MEDIUM
chicken_pox,Thrissur,Thrissur,10.5256264,76.2132542,2020-09-11,False,0.4485592680395412,MEDIUM
chicken_pox,Vythiri,Wayanad,11.6226,76.0813,2020-09-11,False,0.3985915380083772,MEDIUM
chicken_pox,Udumbanchola,Idukki,9.8333,77.1333,2020-09-12,False,0.4078558523299451,MEDIUM
chicken_pox,Chenganoor,Alappuzha,9.3167,76.6167,2020-09-13,False,0.4189595576342267,MEDIUM
chicken_pox,Kannur,Kannur,11.8763836,75.3737973,2020-09-15,False,0.3824020057363063,MEDIUM
chicken_pox,Chittur,Palakkad,10.7,76.75,2020-09-16,False,0.3803216006691324,MEDIUM
chicken_pox,Meenachil,Kottayam,9.7167,76.6833,2020-09-17,False,0.4999999915309741,MEDIUM
chicken_pox,Tirurangadi,Malappuram,11.0,75.9333,2020-09-17,False,0.3875494061039244,MEDIUM
chicken_pox,Ottapalam,Palakkad,10.7667,76.3667,2020-09-18,False,0.3852075681421045,MEDIUM
chicken_pox,Mananthavady,Wayanad,11.8,76.0,2020-09-18,False,0.3663345087597747,MEDIUM
chicken_pox,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,2020-10-20,False,0.3379995612878785,MEDIUM
chicken_pox,Perinthalmanna,Malappuram,10.9667,76.2167,2020-10-20,False,0.3546098390787991,MEDIUM
chicken_pox,Aluva,Ernakulam,10.1075,76.3516,2020-10-22,False,0.4391851005256389,MEDIUM
chicken_pox,Kozhenchery,Pathanamthitta,9.2780841,76.9737443,2020-10-22,False,0.3233122048070612,MEDIUM
chicken_pox,Kollam,Kollam,8.8879509,76.5955013,2020-10-23,False,0.650595313223789,MEDIUM
chicken_pox,Kondotty,Malappuram,11.15,75.9667,2020-10-23,False,0.312150459113346,MEDIUM
chicken_pox,Hosdurg,Kasaragod,12.3167,75.1,2020-10-24,False,0.2894244464460618,MEDIUM
chicken_pox,Peerumade,Idukki,9.5667,76.9667,2020-11-26,False,0.316768814814888,MEDIUM
chicken_pox,Thalassery,Kannur,11.75,75.4833,2020-11-28,False,0.291780356889872,MEDIUM
chicken_pox,Mavelikkara,Alappuzha,9.2667,76.55,2020-11-28,False,0.293925266109181,MEDIUM
chicken_pox,Kunnathoor,Kollam,9.0292,76.627,2020-11-28,False,0.2713711574492211,MEDIUM
chicken_pox,Koyilandy,Kozhikode,11.4333,75.7,2021-01-01,False,0.2758881391449813,MEDIUM
chicken_pox,Ranni,Pathanamthitta,9.3833,76.9667,2021-01-03,False,0.2753130690281838,MEDIUM
chicken_pox,Tirur,Malappuram,10.9167,75.9167,2021-01-03,False,0.2920678764768731,MEDIUM
chicken_pox,Punalur,Kollam,9.0089,76.9269,2021-02-05,False,0.2371807200889149,MEDIUM
chicken_pox,Vellarikundu,Kasaragod,12.4167,75.2333,2021-09-10,False,0.2977374255776156,MEDIUM
chicken_pox,Kozhikode,Kozhikode,11.2450558,75.7754716,2021-09-11,False,0.2323062559792781,MEDIUM
chicken_pox,Mukundapuram,Thrissur,10.3333,76.2167,2021-09-14,False,0.2583587483699876,MEDIUM
chicken_pox,Chirayinkeezhu,Thiruvananthapuram,8.6963,76.8153,2021-09-16,False,0.2010825343790459,MEDIUM
chicken_pox,Vaikom,Kottayam,9.75,76.4,2021-10-23,False,0.260460588897588,MEDIUM
chicken_pox,Talappilly,Thrissur,10.6667,76.25,2021-11-25,False,0.2249935793113508,MEDIUM
chicken_pox,Kochi,Ernakulam,9.9312,76.2673,2021-11-26,False,0.2412950803879497,MEDIUM
chicken_pox,Thamarassery,Kozhikode,11.2667,75.9333,2021-11-27,False,0.1992221921716216,MEDIUM
chicken_pox,Iritty,Kannur,11.9333,75.7,2021-11-29,False,0.1770033080221647,MEDIUM
chicken_pox,Kuttanad,Alappuzha,9.5833,76.4167,2021-11-29,False,0.2190053892134266,MEDIUM
chicken_pox,Ambalappuzha,Alappuzha,9.5006651,76.41241429,2022-01-02,False,0.2033506624106253,MEDIUM
chicken_pox,Kunnathunad,Ernakulam,10.1167,76.4833,2022-08-09,False,0.1728995115423404,MEDIUM
chicken_pox,Palakkad,Palakkad,10.78789845,76.47408711,2022-09-14,False,0.1813912910277909,MEDIUM
chicken_pox,Changanassery,Kottayam,9.45,76.5333,2022-09-16,False,0.1910189663138201,MEDIUM
chicken_pox,Kottayam,Kottayam,9.6287383,76.64553257,2022-09-17,False,0.4924948281173841,MEDIUM
chicken_pox,Chalakudy,Thrissur,10.3,76.3333,2022-10-22,False,0.2474928857207372,MEDIUM
chicken_pox,Kattakkada,Thiruvananthapuram,8.5667,77.1,2022-10-24,False,0.4496285433027538,MEDIUM
chicken_pox,Idukki,Idukki,9.8497872,76.9797914,2022-11-27,False,0.1377565017326699,MEDIUM
chicken_pox,Ponnani,Malappuram,10.7667,75.9167,2022-11-30,False,0.111842658796409,MEDIUM
chicken_pox,Adoor,Pathanamthitta,9.1667,76.7333,2023-09-15,False,0.1070085655761547,MEDIUM
chicken_pox,Kanayannur,Ernakulam,9.98408,76.2741457,2023-11-30,False,0.14932109554607,MEDIUM
chicken_pox,Kottarakkara,Kollam,9.0002,76.7788,2024-01-02,False,0.0824460269097164,MEDIUM
chicken_pox,Kasaragod,Kasaragod,12.5035577,74.9907022,2024-09-17,False,0.0882512257761736,MEDIUM
chikungunya,Chavakkad,Thrissur,10.5833,76.0167,2020-05-04,True,0.5270310376687904,LOW
chikungunya,Mannarkkad,Palakkad,11.0,76.4667,2020-05-07,False,0.4829930051982306,LOW
chikungunya,Taliparamba,Kannur,12.0333,75.35,2020-05-12,False,0.4252043720282106,LOW
chikungunya,Adoor,Pathanamthitta,9.1667,76.7333,2020-05-13,False,0.4923493201115887,LOW
chikungunya,Pathanapuram,Kollam,9.1,76.87,2020-05-16,False,0.4502166791946716,LOW
chikungunya,Mananthavady,Wayanad,11.8,76.0,2020-09-26,False,0.3525468779324369,LOW
chikungunya,Kunnathoor,Kollam,9.0292,76.627,2020-09-29,False,0.3852334698838983,LOW
chikungunya,Nilambur,Malappuram,11.2833,76.2333,2021-05-01,False,0.3156603730311266,LOW
chikungunya,Devikulam,Idukki,10.0667,77.1,2021-05-02,False,0.3390704423536346,LOW
chikungunya,Kollam,Kollam,8.8879509,76.5955013,2021-05-02,False,0.2891618052621757,LOW
chikungunya,Manjeshwaram,Kasaragod,12.7167,74.8833,2021-05-10,False,0.2061482134774474,LOW
chikungunya,Idukki,Idukki,9.8497872,76.9797914,2021-09-17,False,0.3083599606027195,LOW
chikungunya,Punalur,Kollam,9.0089,76.9269,2021-09-17,False,0.2218095005538794,LOW
chikungunya,Kanayannur,Ernakulam,9.98408,76.2741457,2021-09-23,False,0.3058823453415958,LOW
chikungunya,Kanjirappally,Kottayam,9.5667,76.7833,2022-09-16,False,0.1701204280903914,LOW
chikungunya,Aluva,Ernakulam,10.1075,76.3516,2022-09-24,False,0.191122568413384,LOW
chikungunya,Chittur,Palakkad,10.7,76.75,2023-09-27,False,0.1014055576163204,LOW
cholera,Nileshwaram,Kasaragod,12.25,75.1,2020-11-20,False,0.4889599660166747,MEDIUM
cholera,Chenganoor,Alappuzha,9.3167,76.6167,2023-05-02,True,0.5999999869276659,MEDIUM
cholera,Aluva,Ernakulam,10.1075,76.3516,2023-08-09,False,0.4780827865958499,MEDIUM
cholera,Ottapalam,Palakkad,10.7667,76.3667,2023-08-10,False,0.4167845733951444,MEDIUM
cholera,Chittur,Palakkad,10.7,76.75,2023-08-14,False,0.3272744366262929,MEDIUM
cholera,Kuttanad,Alappuzha,9.5833,76.4167,2023-08-15,False,0.347775790496557,MEDIUM
cholera,Nilambur,Malappuram,11.2833,76.2333,2024-05-02,False,0.2280901880223272,MEDIUM
cholera,Punalur,Kollam,9.0089,76.9269,2024-08-09,False,0.2182748281178905,MEDIUM
cholera,Manjeshwaram,Kasaragod,12.7167,74.8833,2024-08-12,False,0.1134117540699742,MEDIUM
dengue,Thiruvananthapuram,Thiruvananthapuram,8.4882267,76.947551,2020-02-01,False,0.4935309637662823,MEDIUM
dengue,Mukundapuram,Thrissur,10.3333,76.2167,2020-05-02,False,0.5166987886683527,MEDIUM
dengue,Devikulam,Idukki,10.0667,77.1,2020-05-02,False,0.511271891820239,MEDIUM
dengue,North Paravur,Ernakulam,10.1333,76.2,2020-05-03,False,0.5578575533220661,MEDIUM
dengue,Perinthalmanna,Malappuram,10.9667,76.2167,2020-05-03,False,0.5024281622180772,MEDIUM
dengue,Hosdurg,Kasaragod,12.3167,75.1,2020-05-03,False,0.4626314474744278,MEDIUM
dengue,Sulthan Bathery,Wayanad,11.6667,76.2667,2020-05-03,False,0.4718975277825156,MEDIUM
dengue,Meenachil,Kottayam,9.7167,76.6833,2020-06-04,False,0.6539605651437328,MEDIUM
dengue,Kottayam,Kottayam,9.6287383,76.64553257,2020-06-04,False,0.7510255480599963,MEDIUM
dengue,Vaikom,Kottayam,9.75,76.4,2020-06-04,True,0.8361695979130821,MEDIUM
dengue,Pattambi,Palakkad,10.8,76.2,2020-06-04,False,0.4556904510638985,MEDIUM
dengue,Adoor,Pathanamthitta,9.1667,76.7333,2020-06-05,False,0.7628529972531517,MEDIUM
dengue,Thrissur,Thrissur,10.5256264,76.2132542,2020-06-05,False,0.4420463341847568,MEDIUM
dengue,Cherthala,Alappuzha,9.6833,76.3333,2020-06-05,False,0.4992438965408982,MEDIUM
dengue,Peerumade,Idukki,9.5667,76.9667,2020-06-05,False,0.4464393167697177,MEDIUM
dengue,Kannur,Kannur,11.8763836,75.3737973,2020-07-06,False,0.41423031319503,MEDIUM
dengue,Aluva,Ernakulam,10.1075,76.3516,2020-07-06,False,0.4577155941082143,MEDIUM
dengue,Thalassery,Kannur,11.75,75.4833,2020-07-08,False,0.4043680616080571,MEDIUM
dengue,Pathanapuram,Kollam,9.1,76.87,2020-08-08,False,0.5946547592031135,MEDIUM
dengue,Muvattupuzha,Ernakulam,9.9833,76.5833,2020-08-08,False,0.4301907975112053,MEDIUM
dengue,Palakkad,Palakkad,10.78789845,76.47408711,2020-08-09,False,0.3921030833817507,MEDIUM
dengue,Taliparamba,Kannur,12.0333,75.35,2020-08-09,False,0.3684301523574345,MEDIUM
dengue,Punalur,Kollam,9.0089,76.9269,2020-08-10,False,0.4281556602547705,MEDIUM
dengue,Ponnani,Malappuram,10.7667,75.9167,2020-08-10,False,0.3764567176231189,MEDIUM
dengue,Kunnathoor,Kollam,9.0292,76.627,2020-08-10,False,0.4052003133193093,MEDIUM
dengue,Ottapalam,Palakkad,10.7667,76.3667,2020-08-11,False,0.3655403886948006,MEDIUM
dengue,Mananthavady,Wayanad,11.8,76.0,2020-09-11,False,0.416850987215188,MEDIUM
dengue,Tirurangadi,Malappuram,11.0,75.9333,2020-09-11,False,0.381712839137807,MEDIUM
dengue,Kothamangalam,Ernakulam,10.0667,76.6333,2020-09-11,False,0.3628786687233428,MEDIUM
dengue,Chalakudy,Thrissur,10.3,76.3333,2020-09-12,False,0.6060114997756426,MEDIUM
dengue,Varkala,Thiruvananthapuram,8.7379,76.7163,2020-09-12,False,0.3397845305021576,MEDIUM
dengue,Kuttanad,Alappuzha,9.5833,76.4167,2020-09-13,False,0.6103059540002682,MEDIUM
dengue,Alathur,Palakkad,10.6333,76.55,2020-09-14,False,0.3229253562167099,MEDIUM
dengue,Nedumangad,Thiruvananthapuram,8.6036,77.0031,2020-09-14,False,0.3086542972525135,MEDIUM
dengue,Chittur,Palakkad,10.7,76.75,2020-09-15,False,0.386094199094904,MEDIUM
dengue,Kasaragod,Kasaragod,12.5035577,74.9907022,2020-10-15,False,0.2754165062246267,MEDIUM
dengue,Kondotty,Malappuram,11.15,75.9667,2020-10-15,False,0.6620097159880266,MEDIUM
dengue,Mallappally,Pathanamthitta,9.3833,76.6833,2020-10-16,False,0.3296603121708967,MEDIUM
dengue,Kozhikode,Kozhikode,11.2450558,75.7754716,2020-10-17,False,0.2994064329845691,MEDIUM
dengue,Karunagappally,Kollam,9.0574,76.5334,2020-10-17,False,0.2993259200645086,MEDIUM
dengue,Konni,Pathanamthitta,9.2667,76.9333,2020-10-17,False,0.4196695049189255,MEDIUM
dengue,Ambalappuzha,Alappuzha,9.5006651,76.41241429,2020-10-19,False,0.6486932127768998,MEDIUM
dengue,Idukki,Idukki,9.8497872,76.9797914,2020-10-20,False,0.271747197198017,MEDIUM
dengue,Chenganoor,Alappuzha,9.3167,76.6167,2020-10-21,False,0.2934000579860579,MEDIUM
dengue,Chirayinkeezhu,Thiruvananthapuram,8.6963,76.8153,2020-10-22,False,0.2479145760378879,MEDIUM
dengue,Kanjirappally,Kottayam,9.5667,76.7833,2020-10-22,False,0.2765749890556387,MEDIUM
dengue,Kunnathunad,Ernakulam,10.1167,76.4833,2020-10-22,False,0.2646981684140734,MEDIUM
dengue,Kozhenchery,Pathanamthitta,9.2780841,76.9737443,2020-10-22,False,0.603333597821456,MEDIUM
dengue,Kodungallur,Thrissur,10.2333,76.2,2020-11-22,False,0.2492747504003918,MEDIUM
