date,year,month,week,day,day_of_week,state,district,taluk,latitude,longitude,geo_valid,disease,cases,is_extreme_case,deaths,deaths_missing_flag,temp_c,temp_imputed,precipitation_mm,preci_imputed,lai,lai_missing_flag,symptoms,provenance,provenance_details,cases_lag_1_obs,cases_lag_2_obs,cases_lag_3_obs,cases_lag_4_obs,deaths_lag_1_obs,deaths_lag_2_obs,has_historical_lags,cases_rolling_mean_4_obs,cases_rolling_std_4_obs,cases_rolling_min_4_obs,cases_rolling_max_4_obs,cases_rolling_median_4_obs,cases_rolling_mean_8_obs,cases_rolling_std_8_obs,cases_rolling_mean_12_obs,cases_rolling_std_12_obs,case_change_1_obs,case_change_2_obs,case_growth_rate_1_obs,previous_growth_rate,case_acceleration,case_velocity,historical_case_mean,historical_case_median,historical_case_std,historical_case_min,historical_case_max,baseline_deviation,recent_case_ratio,month_sin,month_cos,week_sin,week_cos,temp_lag_1_obs,temp_lag_2_obs,preci_lag_1_obs,preci_lag_2_obs,temp_rolling_mean_4_obs,preci_rolling_mean_4_obs,historical_temp_mean,historical_preci_mean,temp_anomaly,preci_anomaly,neighbor_case_mean,neighbor_case_max,neighbor_case_sum,neighbor_active_location_count,neighbor_case_growth_mean,neighbor_anomaly_mean,distance_to_nearest_active_location,distance_to_highest_case_neighbor,no_geographic_neighbor_flag,no_reporting_neighbor_flag,disease_total_cases,disease_location_count,disease_active_location_count,location_case_share,district_cases,district_case_share,taluk_case_share,neighbor_activity,spatial_case_share
2020-11-19,2020,11,47,19,Thursday,Kerala,Alappuzha,Ambalappuzha,9.5006651,76.41241429,1,acute_diarrheal_disease,224,0,1.0,0,29.110000000000014,0,0.551775,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Kozhikode (2020) divided across its 4 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.6528221181905214,0.7575112421616204,,,,,,,,,,,,,,0,,,,,0,1,271,6,6,0.8265682656826568,224,0.8265682656826568,1.0,0,0.8265682656826568
2020-09-10,2020,9,37,10,Thursday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,263,0,0.0,0,31.970000000000027,0,0.136828,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2020) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.9473263538541913,-0.32026985386283807,,,,,,,,,,,,,,0,,,,,1,0,263,1,1,1.0,263,1.0,1.0,0,1.0
2021-10-18,2021,10,42,18,Monday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,36,0,8.0,0,29.720000000000027,0,0.324766,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Kottayam (2021) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,263.0,,,,0.0,,1,263.0,,263.0,263.0,263.0,263.0,,263.0,,-227.0,,-0.8598484848484849,,,-227.0,263.0,263.0,,263.0,263.0,,0.13636363636363635,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,31.970000000000027,,0.136828,,31.970000000000027,0.136828,31.970000000000027,0.136828,-2.25,0.187938,,,,0,,,,,1,0,36,1,1,1.0,36,1.0,1.0,0,1.0
2021-12-28,2021,12,52,28,Tuesday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,1,0,0.0,0,26.31,0,1.253278,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2021) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,36.0,263.0,,,8.0,0.0,1,149.5,160.51323932934628,36.0,263.0,149.5,149.5,160.51323932934628,149.5,160.51323932934628,-35.0,-262.0,-0.9459459459459459,-0.8598484848484849,-0.08609746109746108,-35.0,149.5,149.5,160.51323932934628,36.0,263.0,-0.9251573304511217,0.006644518272425249,-2.4492935982947064e-16,1.0,-0.11827317092136551,0.992981096013517,29.720000000000027,31.970000000000027,0.324766,0.136828,30.845000000000027,0.230797,30.845000000000027,0.230797,-4.535000000000029,1.022481,,,,0,,,,,1,0,137,4,4,0.0072992700729927005,116,0.8467153284671532,0.008620689655172414,0,0.0072992700729927005
2022-12-27,2022,12,52,27,Tuesday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,2,0,0.0,0,26.31,0,1.253278,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2022) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,1.0,36.0,263.0,,0.0,8.0,1,100.0,142.24275025462634,1.0,263.0,36.0,100.0,142.24275025462634,100.0,142.24275025462634,1.0,-34.0,0.5,-0.9459459459459459,1.445945945945946,1.0,100.0,36.0,142.24275025462634,1.0,263.0,-0.6889630566378382,0.019801980198019802,-2.4492935982947064e-16,1.0,-0.11827317092136551,0.992981096013517,26.31,29.720000000000027,1.253278,0.324766,29.333333333333353,0.571624,29.333333333333353,0.571624,-3.0233333333333547,0.6816539999999999,,,,0,,,,,1,0,7,4,4,0.2857142857142857,2,0.2857142857142857,1.0,0,0.2857142857142857
2023-08-08,2023,8,32,8,Tuesday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,1,0,0.0,0,31.96000000000004,0,0.076192,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,2.0,1.0,36.0,263.0,0.0,0.0,1,75.5,126.05422113783682,1.0,263.0,19.0,75.5,126.05422113783682,75.5,126.05422113783682,-1.0,0.0,-0.3333333333333333,0.5,-0.8333333333333333,-1.0,75.5,19.0,126.05422113783682,1.0,263.0,-0.5910155116387281,0.013071895424836602,-0.8660254037844385,-0.5000000000000004,-0.6068001458185934,-0.7948544414133533,26.31,26.31,1.253278,1.253278,28.577500000000015,0.7420374999999999,28.577500000000015,0.7420374999999999,3.382500000000025,-0.6658454999999999,,,,0,,,,,1,0,955,5,5,0.0010471204188481676,944,0.9884816753926702,0.001059322033898305,0,0.0010471204188481676
2023-08-26,2023,8,34,26,Saturday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,8,0,,1,31.96200000000005,0,0.07619242379,0,38.0,0,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,1.0,2.0,1.0,36.0,0.0,0.0,1,10.0,17.339742404853272,1.0,36.0,1.5,60.6,114.13719814328718,60.6,114.13719814328718,7.0,6.0,3.5,-0.3333333333333333,3.8333333333333335,7.0,60.6,2.0,114.13719814328718,1.0,263.0,-0.4608488806074096,0.7272727272727273,-0.8660254037844385,-0.5000000000000004,-0.7765238627180425,-0.6300878435817109,31.96000000000004,26.31,0.076192,1.253278,28.575000000000017,0.7268785,29.25400000000002,0.6088684,2.7080000000000304,-0.53267597621,,,,0,,,,,1,0,8,1,1,1.0,8,1.0,1.0,0,1.0
2023-11-25,2023,11,47,25,Saturday,Kerala,Alappuzha,Cherthala,9.6833,76.3333,1,acute_diarrheal_disease,17,0,,1,29.94333340000003,0,0.8370712229,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,8.0,1.0,2.0,1.0,,0.0,1,3.0,3.366501646120696,1.0,8.0,1.5,51.833333333333336,104.32145832314013,51.833333333333336,104.32145832314013,9.0,16.0,1.0,3.5,-2.5,9.0,51.833333333333336,5.0,104.32145832314013,1.0,263.0,-0.33390381895770294,4.25,-0.5000000000000004,0.8660254037844384,-0.6528221181905214,0.7575112421616204,31.96200000000005,31.96000000000004,0.07619242379,0.076192,29.13550000000002,0.6647351059475,29.705333333333357,0.5200890706316667,0.23800006666667173,0.3169821522683334,,,,0,,,,,1,0,17,1,1,1.0,17,1.0,1.0,0,1.0
2020-10-17,2020,10,42,17,Saturday,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,1,acute_diarrheal_disease,344,0,0.0,0,29.30000000000001,0,0.590311,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Kannur (2020) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,,,,,,,,,,,4.0,4.0,4.0,1,,,9.325933637019698,9.325933637019698,0,0,402,3,3,0.8557213930348259,348,0.8656716417910447,0.9885057471264368,1,0.8557213930348259
2020-12-26,2020,12,52,26,Saturday,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,1,acute_diarrheal_disease,9,0,4.0,0,28.74000000000001,0,1.088493,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2020) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,344.0,,,,0.0,,1,344.0,,344.0,344.0,344.0,344.0,,344.0,,-335.0,,-0.9710144927536232,,,-335.0,344.0,344.0,,344.0,344.0,,0.02608695652173913,-2.4492935982947064e-16,1.0,-0.11827317092136551,0.992981096013517,29.30000000000001,,0.590311,,29.30000000000001,0.590311,29.30000000000001,0.590311,-0.5600000000000023,0.4981819999999999,182.0,182.0,182.0,1,17.3,0.023218431621050813,0.0,0.0,0,0,391,2,3,0.023017902813299233,191,0.4884910485933504,0.04712041884816754,1,0.023017902813299233
2020-12-26,2020,12,52,26,Saturday,Kerala,Alappuzha,Karthikappally,9.2833,76.4667,1,acute_diarrheal_disease,182,0,0.0,0,28.74000000000001,0,1.088493,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC,taluk_assignment_status: SYNTHETIC_SPLIT Ã¢ district-level annual total for Kottayam (2020) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data | status: SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,9.0,344.0,,,4.0,0.0,1,176.5,236.88077169749343,9.0,344.0,176.5,176.5,236.88077169749343,176.5,236.88077169749343,173.0,-162.0,17.3,-0.9710144927536232,18.271014492753626,173.0,176.5,176.5,236.88077169749343,9.0,344.0,0.023218431621050813,1.0253521126760563,-2.4492935982947064e-16,1.0,-0.11827317092136551,0.992981096013517,28.74000000000001,29.30000000000001,1.088493,0.590311,29.02000000000001,0.839402,29.02000000000001,0.839402,-0.28000000000000114,0.24909099999999995,9.0,9.0,9.0,1,-0.9710144927536232,,0.0,0.0,0,0,391,2,3,0.46547314578005117,191,0.4884910485933504,0.9528795811518325,1,0.46547314578005117
