date,year,month,week,day,day_of_week,state,district,taluk,taluk_assignment_status,latitude,longitude,geo_valid,disease,cases,is_extreme_case,deaths,deaths_missing_flag,temp_c,temp_imputed,precipitation_mm,preci_imputed,lai,lai_missing_flag,symptoms,status
2021-12-28,2021,12,52,28,Tuesday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Idukki (2021) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,115,0,0.0,0,25.860000000000014,0,1.629608,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2021-12-28,2021,12,52,28,Tuesday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2021) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,acute_diarrheal_disease,1,0,0.0,0,26.310000000000002,0,1.253278,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2021-12-29,2021,12,52,29,Wednesday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Alappuzha (2021) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_diarrheal_disease,11126,1,0.0,0,22.060000000000002,0,1.558644,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2022-12-27,2022,12,52,27,Tuesday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2022) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,acute_diarrheal_disease,2,0,0.0,0,26.310000000000002,0,1.253278,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-02-05,2023,2,5,5,Sunday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Pathanamthitta (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,5,0,0.0,0,26.890000000000043,0,0.694503,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-07-07,2023,7,27,7,Friday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Palakkad (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,8,0,0.0,0,29.410000000000025,0,0.062429,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-08-08,2023,8,32,8,Tuesday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,acute_diarrheal_disease,1,0,0.0,0,31.960000000000036,0,0.076192,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-08-08,2023,8,32,8,Tuesday,Kerala,Alappuzha,Karthikappally,SYNTHETIC_SPLIT Ã¢ district-level annual total for Malappuram (2023) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2833,76.4667,1,acute_diarrheal_disease,943,1,0.0,0,31.83000000000004,0,0.063602,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-08-26,2023,8,34,26,Saturday,Kerala,Alappuzha,Cherthala,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,9.6833,76.3333,1,acute_diarrheal_disease,8,0,,1,31.962000000000046,0,0.07619242379,0,38.0,0,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-09-09,2023,9,36,9,Saturday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Palakkad (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_diarrheal_disease,32,0,0.0,0,32.31,0,0.142097,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-09-12,2023,9,37,12,Tuesday,Kerala,Alappuzha,Karthikappally,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kollam (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2833,76.4667,1,acute_diarrheal_disease,6,0,0.0,0,31.660000000000025,0,0.192567,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-11-19,2023,11,46,19,Sunday,Kerala,Alappuzha,Karthikappally,SYNTHETIC_SPLIT Ã¢ district-level annual total for Malappuram (2023) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2833,76.4667,1,acute_diarrheal_disease,541,0,0.0,0,22.090000000000032,0,0.392114,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-11-20,2023,11,47,20,Monday,Kerala,Alappuzha,Mavelikkara,SYNTHETIC_SPLIT Ã¢ district-level annual total for Malappuram (2023) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2667,76.55,1,acute_diarrheal_disease,18,0,0.0,0,30.310000000000002,0,1.02916,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-11-24,2023,11,47,24,Friday,Kerala,Alappuzha,Chenganoor,SYNTHETIC_SPLIT Ã¢ district-level annual total for Palakkad (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.3167,76.6167,1,acute_diarrheal_disease,277,0,0.0,0,29.400000000000034,0,0.689052,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-11-25,2023,11,47,25,Saturday,Kerala,Alappuzha,Cherthala,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,9.6833,76.3333,1,acute_diarrheal_disease,17,0,,1,29.94333340000003,0,0.8370712229,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-12-27,2023,12,52,27,Wednesday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_diarrheal_disease,11,0,1.0,0,22.060000000000002,0,1.558644,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-12-29,2023,12,52,29,Friday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2023) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,1,0,1.0,0,25.860000000000014,0,1.629608,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-09-10,2024,9,37,10,Tuesday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Pathanamthitta (2024) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,511,0,0.0,0,35.29000000000002,0,0.12751,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-10-15,2024,10,42,15,Tuesday,Kerala,Alappuzha,Chenganoor,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2024) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.3167,76.6167,1,acute_diarrheal_disease,1,0,0.0,0,29.390000000000043,0,0.56571,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-12-27,2024,12,52,27,Friday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Idukki (2024) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_diarrheal_disease,40,0,0.0,0,22.060000000000002,0,1.558644,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-12-28,2024,12,52,28,Saturday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2024) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,13,0,0.0,0,25.860000000000014,0,1.629608,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-12-29,2024,12,52,29,Sunday,Kerala,Alappuzha,Ambalappuzha,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kozhikode (2024) divided across its 4 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5006651,76.41241429,1,acute_diarrheal_disease,14,0,0.0,0,25.860000000000014,0,1.629608,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-12-30,2024,12,1,30,Monday,Kerala,Alappuzha,Mavelikkara,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2024) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2667,76.55,1,acute_diarrheal_disease,30464,1,0.0,0,27.460000000000036,0,1.066173,0,,1,"Frequent loose stools, abdominal cramps, nausea, vomiting, dehydration",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2020-12-30,2020,12,53,30,Wednesday,Kerala,Alappuzha,Mavelikkara,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2020) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2667,76.55,1,acute_encephalitis_syndrome,114,0,0.0,0,27.460000000000036,0,1.066173,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2021-09-16,2021,9,37,16,Thursday,Kerala,Alappuzha,Karthikappally,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2021) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2833,76.4667,1,acute_encephalitis_syndrome,13,0,0.0,0,31.660000000000025,0,0.192567,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2021-11-22,2021,11,47,22,Monday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Pathanamthitta (2021) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_encephalitis_syndrome,12,0,3.0,0,28.010000000000048,0,0.580692,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2022-07-09,2022,7,27,9,Saturday,Kerala,Alappuzha,Mavelikkara,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kannur (2022) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2667,76.55,1,acute_encephalitis_syndrome,1,0,0.0,0,29.78000000000003,0,0.100556,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2022-08-12,2022,8,32,12,Friday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2022) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,acute_encephalitis_syndrome,1,0,0.0,0,31.960000000000036,0,0.076192,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2022-11-24,2022,11,47,24,Thursday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Palakkad (2022) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_encephalitis_syndrome,3,0,1.0,0,28.010000000000048,0,0.580692,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2022-12-31,2022,12,52,31,Saturday,Kerala,Alappuzha,Kuttanad,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2022) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.5833,76.4167,1,acute_encephalitis_syndrome,2,0,0.0,0,22.060000000000002,0,1.558644,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-09-16,2023,9,37,16,Saturday,Kerala,Alappuzha,Ambalappuzha,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,9.5006651,76.41241429,1,acute_encephalitis_syndrome,13,0,,1,35.29000000000002,0,0.1275102065,0,19.0,0,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-09-18,2023,9,38,18,Monday,Kerala,Alappuzha,Chenganoor,SYNTHETIC_SPLIT Ã¢ district-level annual total for Idukki (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.3167,76.6167,1,acute_encephalitis_syndrome,2053,1,0.0,0,31.640000000000043,0,0.191234,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-11-19,2023,11,46,19,Sunday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,acute_encephalitis_syndrome,6,0,0.0,0,29.939999999999998,0,0.837071,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-12-09,2023,12,49,9,Saturday,Kerala,Alappuzha,Karthikappally,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,9.2833,76.4667,1,acute_encephalitis_syndrome,24,0,,1,28.950000000000045,0,1.353752104,0,13.0,0,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2023-12-16,2023,12,50,16,Saturday,Kerala,Alappuzha,Ambalappuzha,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,9.5006651,76.41241429,1,acute_encephalitis_syndrome,18,0,,1,26.310000000000002,1,1.629608303,0,7.0,0,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2024-09-16,2024,9,38,16,Monday,Kerala,Alappuzha,Mavelikkara,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2024) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.2667,76.55,1,acute_encephalitis_syndrome,357,0,0.0,0,31.58000000000004,0,0.198256,0,,1,"Fever, headache, vomiting, confusion, seizures, altered consciousness",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2020-01-01,2020,1,1,1,Wednesday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Malappuram (2020) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,chicken_pox,3,0,1.0,0,26.430000000000007,0,0.419123,0,,1,Fatigue; Nausea; Abdominal pain; Jaundice; Joint pain; Dark urine; Loss of appetite,SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2020-02-04,2020,2,6,4,Tuesday,Kerala,Alappuzha,Cherthala,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kollam (2020) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.6833,76.3333,1,chicken_pox,210,0,0.0,0,27.57000000000005,0,0.692666,0,,1,Itchy rash with fluid-filled blisters; Fever; Fatigue; Loss of appetite; Headache; Body ache,SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
2020-08-07,2020,8,32,7,Friday,Kerala,Alappuzha,Chenganoor,SYNTHETIC_SPLIT Ã¢ district-level annual total for Alappuzha (2020) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,9.3167,76.6167,1,chicken_pox,10291,1,0.0,0,31.58000000000004,0,0.067766,0,,1,Fever; Body ache; Headache; Fatigue; Chills,SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES
